Solution name,Time(s),Gap(%),Objective value,Deletions,IPROBUT_module,IBUT_module,PRO_module,ETH_module,PROBUT_module,IPRO_module,BUT_module,BUTBUT_module,IBUTBUT_module,ETHBUT_module
incumbent,17.74,-0.01,108.36924579570145,"['FEM2', 'GG11', 'PPP3', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP3'],"['TRA1', 'TRA6', 'FEM5']","['FEM2', 'PPP3']","['TRA1', 'TRA6']","['FEM2', 'TRA6']","['FEM2', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['FEM2', 'TRA6', 'FEM5']"
p193,,,108.36924579570145,"['FEM2', 'GG11', 'PPP3', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP3'],"['TRA1', 'TRA6', 'FEM5']","['FEM2', 'PPP3']","['TRA1', 'TRA6']","['FEM2', 'TRA6']","['FEM2', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['FEM2', 'TRA6', 'FEM5']"
p2,,,108.36924579570143,"['GG11', 'OPM4r', 'PPP3', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['OPM4r', 'PPP3']","['TRA1', 'TRA6', 'FEM5']","['OPM4r', 'PPP3']","['TRA1', 'TRA6']","['OPM4r', 'TRA6']",['TRA6'],"['TRA1', 'TRA6', 'FEM5']","['OPM4r', 'TRA6', 'FEM5']"
p3,,,108.36384351748818,"['GG11', 'OPM4r', 'PPP3', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['PPP3', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['OPM4r', 'PPP3']","['TRA1', 'TRA6']","['OPM4r', 'TRA6']",['TRA6'],"['TRA1', 'TRA6', 'FEM5']","['TRA6', 'FEM5']"
p4,,,108.36384351748784,"['GG11', 'OPM4r', 'PPP3', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['PPP3', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['OPM4r', 'PPP3']","['TRA1', 'TRA6']",['TRA6'],['TRA6'],"['TRA1', 'TRA6', 'FEM5']","['TRA6', 'FEM5']"
p5,,,108.36384351748818,"['FEM2', 'GG11', 'PPP3', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['PPP3', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP3'],"['TRA1', 'TRA6']","['FEM2', 'TRA6']","['FEM2', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['FEM2', 'TRA6', 'FEM5']"
p6,,,108.36924579570143,"['GG11', 'OPM4r', 'PPP3', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP3'],"['TRA1', 'TRA6', 'FEM5']","['OPM4r', 'PPP3']","['TRA1', 'TRA6']","['OPM4r', 'TRA6']",['TRA6'],"['TRA1', 'TRA6', 'FEM5']","['TRA6', 'FEM5']"
p7,,,108.36924579570143,"['FEM2', 'GG11', 'PPP3', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP3'],"['TRA1', 'TRA6', 'FEM5']",['PPP3'],"['TRA1', 'TRA6']","['FEM2', 'TRA6']","['FEM2', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['FEM2', 'TRA6', 'FEM5']"
p8,,,108.36924579570143,"['FEM2', 'GG11', 'PPP3', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP3'],"['TRA1', 'TRA6', 'FEM5']",['PPP3'],"['TRA1', 'TRA6']","['FEM2', 'TRA6']",['TRA6'],"['TRA1', 'TRA6', 'FEM5']","['FEM2', 'TRA6', 'FEM5']"
p9,,,108.36924579570143,"['FEM2', 'GG11', 'PPP3', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP3'],"['TRA1', 'TRA6', 'FEM5']",['PPP3'],"['TRA1', 'TRA6']",['TRA6'],"['FEM2', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['FEM2', 'TRA6', 'FEM5']"
p10,,,108.36924579570143,"['FEM2', 'GG11', 'PPP3', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP3'],"['TRA1', 'TRA6', 'FEM5']","['FEM2', 'PPP3']","['TRA1', 'TRA6']","['FEM2', 'TRA6']",['TRA6'],"['TRA1', 'TRA6', 'FEM5']","['FEM2', 'TRA6', 'FEM5']"
p11,,,108.36924579570143,"['GG11', 'OPM4r', 'PPP3', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP3'],"['TRA1', 'TRA6', 'FEM5']","['OPM4r', 'PPP3']","['TRA1', 'TRA6']",['TRA6'],['TRA6'],"['TRA1', 'TRA6', 'FEM5']","['TRA6', 'FEM5']"
p12,,,108.36384351748818,"['FEM2', 'GG11', 'PPP3', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['PPP3', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP3'],"['TRA1', 'TRA6']","['FEM2', 'TRA6']",['TRA6'],"['TRA1', 'TRA6', 'FEM5']","['FEM2', 'TRA6', 'FEM5']"
p13,,,108.36384351748818,"['FEM2', 'GG11', 'PPP3', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['PPP3', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['FEM2', 'PPP3']","['TRA1', 'TRA6']","['FEM2', 'TRA6']",['TRA6'],"['TRA1', 'TRA6', 'FEM5']","['FEM2', 'TRA6', 'FEM5']"
p14,,,108.36384351748784,"['FEM2', 'GG11', 'PPP3', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['PPP3', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['FEM2', 'PPP3']","['TRA1', 'TRA6']","['FEM2', 'TRA6']",['TRA6'],"['TRA1', 'TRA6', 'FEM5']","['TRA6', 'FEM5']"
p15,,,108.36384351748818,"['FEM2', 'GG11', 'PPP3', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['PPP3', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP3'],"['TRA1', 'TRA6']","['FEM2', 'TRA6']",['TRA6'],"['TRA1', 'TRA6', 'FEM5']","['TRA6', 'FEM5']"
p16,,,108.36924579570143,"['FEM2', 'GG11', 'PPP3', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP3'],"['TRA1', 'TRA6', 'FEM5']",['PPP3'],"['TRA1', 'TRA6']","['FEM2', 'TRA6']",['TRA6'],"['TRA1', 'TRA6', 'FEM5']","['TRA6', 'FEM5']"
p17,,,108.36924579570143,"['GG11', 'OPM4r', 'PPP3', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['OPM4r', 'PPP3']","['TRA1', 'TRA6', 'FEM5']","['OPM4r', 'PPP3']","['TRA1', 'TRA6']","['OPM4r', 'TRA6']",['TRA6'],"['TRA1', 'TRA6', 'FEM5']","['TRA6', 'FEM5']"
p18,,,108.36924579570143,"['GG11', 'OPM4r', 'PPP3', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['OPM4r', 'PPP3']","['TRA1', 'TRA6', 'FEM5']","['OPM4r', 'PPP3']","['TRA1', 'TRA6']",['TRA6'],['TRA6'],"['TRA1', 'TRA6', 'FEM5']","['TRA6', 'FEM5']"
p19,,,108.36924579570143,"['GG11', 'OPM4r', 'PPP3', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['OPM4r', 'PPP3']","['TRA1', 'TRA6', 'FEM5']","['OPM4r', 'PPP3']","['TRA1', 'TRA6']",['TRA6'],"['OPM4r', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['TRA6', 'FEM5']"
p21,,,108.36924579570143,"['FEM2', 'GG11', 'PPP3', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP3'],"['TRA1', 'TRA6', 'FEM5']",['PPP3'],"['TRA1', 'TRA6']",['TRA6'],['TRA6'],"['TRA1', 'TRA6', 'FEM5']","['FEM2', 'TRA6', 'FEM5']"
p22,,,108.36924579570143,"['FEM2', 'GG11', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['FEM2', 'PPP1']","['TRA1', 'TRA6', 'FEM5']",['PPP1'],"['TRA1', 'TRA6']",['TRA6'],['TRA6'],"['TRA1', 'TRA6', 'FEM5']","['FEM2', 'TRA6', 'FEM5']"
p23,,,108.36924579570143,"['FEM2', 'GG11', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP1'],"['TRA1', 'TRA6', 'FEM5']",['PPP1'],"['TRA1', 'TRA6']",['TRA6'],['TRA6'],"['TRA1', 'TRA6', 'FEM5']","['FEM2', 'TRA6', 'FEM5']"
p24,,,108.36924579570143,"['FEM2', 'GG11', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['FEM2', 'PPP1']","['TRA1', 'TRA6', 'FEM5']",['PPP1'],"['TRA1', 'TRA6']",['TRA6'],"['FEM2', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['FEM2', 'TRA6', 'FEM5']"
p25,,,108.36384351748829,"['FEM2', 'GG11', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['PPP1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP1'],"['TRA1', 'TRA6']",['TRA6'],['TRA6'],"['TRA1', 'TRA6', 'FEM5']","['FEM2', 'TRA6', 'FEM5']"
p26,,,108.36924579570143,"['FEM2', 'GG11', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['FEM2', 'PPP1']","['TRA1', 'TRA6', 'FEM5']",['PPP1'],"['TRA1', 'TRA6']","['FEM2', 'TRA6']","['FEM2', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['FEM2', 'TRA6', 'FEM5']"
p27,,,108.36924579570143,"['FEM2', 'GG11', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP1'],"['TRA1', 'TRA6', 'FEM5']",['PPP1'],"['TRA1', 'TRA6']","['FEM2', 'TRA6']","['FEM2', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['FEM2', 'TRA6', 'FEM5']"
p28,,,108.36384351748818,"['FEM2', 'GG11', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['PPP1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP1'],"['TRA1', 'TRA6']","['FEM2', 'TRA6']","['FEM2', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['FEM2', 'TRA6', 'FEM5']"
p29,,,108.36924579570143,"['FEM2', 'GG11', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['FEM2', 'PPP1']","['TRA1', 'TRA6', 'FEM5']",['PPP1'],"['TRA1', 'TRA6']","['FEM2', 'TRA6']",['TRA6'],"['TRA1', 'TRA6', 'FEM5']","['FEM2', 'TRA6', 'FEM5']"
p30,,,108.36924579570143,"['FEM2', 'GG11', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['FEM2', 'PPP1']","['TRA1', 'TRA6', 'FEM5']",['PPP1'],"['TRA1', 'TRA6']","['FEM2', 'TRA6']",['TRA6'],"['TRA1', 'TRA6', 'FEM5']","['TRA6', 'FEM5']"
p31,,,108.36924579570143,"['FEM2', 'GG11', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP1'],"['TRA1', 'TRA6', 'FEM5']",['PPP1'],"['TRA1', 'TRA6']","['FEM2', 'TRA6']",['TRA6'],"['TRA1', 'TRA6', 'FEM5']","['FEM2', 'TRA6', 'FEM5']"
p32,,,108.36924579570143,"['GG11', 'OPM4r', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP1'],"['TRA1', 'TRA6', 'FEM5']",['PPP1'],"['TRA1', 'TRA6']","['OPM4r', 'TRA6']",['TRA6'],"['TRA1', 'TRA6', 'FEM5']","['OPM4r', 'TRA6', 'FEM5']"
p33,,,108.36924579570143,"['GG11', 'OPM4r', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP1'],"['TRA1', 'TRA6', 'FEM5']",['PPP1'],"['TRA1', 'TRA6']",['TRA6'],['TRA6'],"['TRA1', 'TRA6', 'FEM5']","['OPM4r', 'TRA6', 'FEM5']"
p34,,,108.36924579570143,"['FEM2', 'GG11', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP1'],"['TRA1', 'TRA6', 'FEM5']",['PPP1'],"['TRA1', 'TRA6']","['FEM2', 'TRA6']","['FEM2', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['TRA6', 'FEM5']"
p35,,,108.36384351748829,"['FEM2', 'GG11', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['PPP1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP1'],"['TRA1', 'TRA6']","['FEM2', 'TRA6']","['FEM2', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['TRA6', 'FEM5']"
p36,,,108.36924579570143,"['FEM2', 'GG11', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['FEM2', 'PPP1']","['TRA1', 'TRA6', 'FEM5']",['PPP1'],"['TRA1', 'TRA6']","['FEM2', 'TRA6']","['FEM2', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['TRA6', 'FEM5']"
p37,,,108.36384351748829,"['FEM2', 'GG11', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['PPP1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP1'],"['TRA1', 'TRA6']","['FEM2', 'TRA6']",['TRA6'],"['TRA1', 'TRA6', 'FEM5']","['FEM2', 'TRA6', 'FEM5']"
p38,,,108.36384351748784,"['FEM2', 'GG11', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['PPP1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP1'],"['TRA1', 'TRA6']","['FEM2', 'TRA6']",['TRA6'],"['TRA1', 'TRA6', 'FEM5']","['TRA6', 'FEM5']"
p39,,,108.36924579570143,"['FEM2', 'GG11', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP1'],"['TRA1', 'TRA6', 'FEM5']",['PPP1'],"['TRA1', 'TRA6']","['FEM2', 'TRA6']",['TRA6'],"['TRA1', 'TRA6', 'FEM5']","['TRA6', 'FEM5']"
p40,,,108.36384351748784,"['GG11', 'OPM4r', 'PPP3', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['PPP3', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['OPM4r', 'PPP3']","['TRA1', 'TRA6']","['OPM4r', 'TRA6']","['OPM4r', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['TRA6', 'FEM5']"
p41,,,108.36924579570143,"['GG11', 'OPM4r', 'PPP3', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP3'],"['TRA1', 'TRA6', 'FEM5']",['PPP3'],"['TRA1', 'TRA6']","['OPM4r', 'TRA6']",['TRA6'],"['TRA1', 'TRA6', 'FEM5']","['TRA6', 'FEM5']"
p42,,,108.36924579570143,"['GG11', 'OPM4r', 'PPP3', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP3'],"['TRA1', 'TRA6', 'FEM5']",['PPP3'],"['TRA1', 'TRA6']","['OPM4r', 'TRA6']","['OPM4r', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['TRA6', 'FEM5']"
p43,,,108.36924579570143,"['GG11', 'OPM4r', 'PPP3', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP3'],"['TRA1', 'TRA6', 'FEM5']",['PPP3'],"['TRA1', 'TRA6']",['TRA6'],['TRA6'],"['TRA1', 'TRA6', 'FEM5']","['TRA6', 'FEM5']"
p44,,,108.36924579570143,"['FEM2', 'GG11', 'PPP3', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP3'],"['TRA1', 'TRA6', 'FEM5']","['FEM2', 'PPP3']","['TRA1', 'TRA6']",['TRA6'],"['FEM2', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['FEM2', 'TRA6', 'FEM5']"
p45,,,108.36924579570143,"['FEM2', 'GG11', 'PPP3', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP3'],"['TRA1', 'TRA6', 'FEM5']","['FEM2', 'PPP3']","['TRA1', 'TRA6']",['TRA6'],"['FEM2', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['TRA6', 'FEM5']"
p46,,,108.36924579570143,"['FEM2', 'GG11', 'PPP3', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP3'],"['TRA1', 'TRA6', 'FEM5']",['PPP3'],"['TRA1', 'TRA6']",['TRA6'],"['FEM2', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['TRA6', 'FEM5']"
p47,,,108.36924579570143,"['GG11', 'OPM4r', 'PPP3', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP3'],"['TRA1', 'TRA6', 'FEM5']",['PPP3'],"['TRA1', 'TRA6']",['TRA6'],"['OPM4r', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['TRA6', 'FEM5']"
p48,,,108.36924579570143,"['FEM2', 'GG11', 'PPP3', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['FEM2', 'PPP3']","['TRA1', 'TRA6', 'FEM5']",['PPP3'],"['TRA1', 'TRA6']","['FEM2', 'TRA6']","['FEM2', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['FEM2', 'TRA6', 'FEM5']"
