Solution name,Time(s),Gap(%),Objective value,Deletions,IPROBUT_module,IBUT_module,PRO_module,ETH_module,PROBUT_module,IPRO_module,BUT_module,BUTBUT_module,IBUTBUT_module,ETHBUT_module
p145,,,108.36924579570143,"['FEM2', 'GG11', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP1'],"['TRA1', 'TRA6', 'FEM5']","['FEM2', 'PPP1']","['TRA1', 'TRA6']",['TRA6'],"['FEM2', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['FEM2', 'TRA6', 'FEM5']"
p146,,,108.36924579570143,"['FEM2', 'GG11', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP1'],"['TRA1', 'TRA6', 'FEM5']","['FEM2', 'PPP1']","['TRA1', 'TRA6']","['FEM2', 'TRA6']","['FEM2', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['FEM2', 'TRA6', 'FEM5']"
p147,,,108.36924579570143,"['FEM2', 'GG11', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP1'],"['TRA1', 'TRA6', 'FEM5']","['FEM2', 'PPP1']","['TRA1', 'TRA6']","['FEM2', 'TRA6']","['FEM2', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['TRA6', 'FEM5']"
p148,,,108.36384351748829,"['FEM2', 'GG11', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['PPP1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['FEM2', 'PPP1']","['TRA1', 'TRA6']","['FEM2', 'TRA6']","['FEM2', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['FEM2', 'TRA6', 'FEM5']"
p149,,,108.36384351748829,"['FEM2', 'GG11', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['PPP1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['FEM2', 'PPP1']","['TRA1', 'TRA6']","['FEM2', 'TRA6']","['FEM2', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['TRA6', 'FEM5']"
p150,,,108.36924579570143,"['FEM2', 'GG11', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['FEM2', 'PPP1']","['TRA1', 'TRA6', 'FEM5']","['FEM2', 'PPP1']","['TRA1', 'TRA6']","['FEM2', 'TRA6']",['TRA6'],"['TRA1', 'TRA6', 'FEM5']","['FEM2', 'TRA6', 'FEM5']"
p151,,,108.36924579570143,"['GG11', 'OPM4r', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['OPM4r', 'PPP1']","['TRA1', 'TRA6', 'FEM5']",['PPP1'],"['TRA1', 'TRA6']","['OPM4r', 'TRA6']","['OPM4r', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['OPM4r', 'TRA6', 'FEM5']"
p152,,,108.36924579570143,"['FEM2', 'GG11', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['FEM2', 'PPP1']","['TRA1', 'TRA6', 'FEM5']","['FEM2', 'PPP1']","['TRA1', 'TRA6']","['FEM2', 'TRA6']","['FEM2', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['TRA6', 'FEM5']"
p153,,,108.36924579570143,"['GG11', 'OPM4r', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['OPM4r', 'PPP1']","['TRA1', 'TRA6', 'FEM5']",['PPP1'],"['TRA1', 'TRA6']","['OPM4r', 'TRA6']",['TRA6'],"['TRA1', 'TRA6', 'FEM5']","['OPM4r', 'TRA6', 'FEM5']"
p154,,,108.36924579570143,"['GG11', 'OPM4r', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['OPM4r', 'PPP1']","['TRA1', 'TRA6', 'FEM5']",['PPP1'],"['TRA1', 'TRA6']",['TRA6'],['TRA6'],"['TRA1', 'TRA6', 'FEM5']","['OPM4r', 'TRA6', 'FEM5']"
p155,,,108.36924579570143,"['GG11', 'OPM4r', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['OPM4r', 'PPP1']","['TRA1', 'TRA6', 'FEM5']","['OPM4r', 'PPP1']","['TRA1', 'TRA6']","['OPM4r', 'TRA6']",['TRA6'],"['TRA1', 'TRA6', 'FEM5']","['OPM4r', 'TRA6', 'FEM5']"
p156,,,108.36924579570143,"['FEM2', 'GG11', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP1'],"['TRA1', 'TRA6', 'FEM5']","['FEM2', 'PPP1']","['TRA1', 'TRA6']",['TRA6'],"['FEM2', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['TRA6', 'FEM5']"
p157,,,108.36384351748829,"['FEM2', 'GG11', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['PPP1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['FEM2', 'PPP1']","['TRA1', 'TRA6']",['TRA6'],"['FEM2', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['FEM2', 'TRA6', 'FEM5']"
p158,,,108.36384351748829,"['FEM2', 'GG11', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['PPP1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['FEM2', 'PPP1']","['TRA1', 'TRA6']",['TRA6'],"['FEM2', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['TRA6', 'FEM5']"
p159,,,108.36924579570143,"['GG11', 'OPM4r', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['OPM4r', 'PPP1']","['TRA1', 'TRA6', 'FEM5']","['OPM4r', 'PPP1']","['TRA1', 'TRA6']",['TRA6'],['TRA6'],"['TRA1', 'TRA6', 'FEM5']","['OPM4r', 'TRA6', 'FEM5']"
p160,,,108.36924579570143,"['FEM2', 'GG11', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP1'],"['TRA1', 'TRA6', 'FEM5']","['FEM2', 'PPP1']","['TRA1', 'TRA6']","['FEM2', 'TRA6']",['TRA6'],"['TRA1', 'TRA6', 'FEM5']","['FEM2', 'TRA6', 'FEM5']"
p161,,,108.36924579570143,"['FEM2', 'GG11', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP1'],"['TRA1', 'TRA6', 'FEM5']","['FEM2', 'PPP1']","['TRA1', 'TRA6']","['FEM2', 'TRA6']",['TRA6'],"['TRA1', 'TRA6', 'FEM5']","['TRA6', 'FEM5']"
p162,,,108.36384351748818,"['FEM2', 'GG11', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['PPP1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['FEM2', 'PPP1']","['TRA1', 'TRA6']","['FEM2', 'TRA6']",['TRA6'],"['TRA1', 'TRA6', 'FEM5']","['TRA6', 'FEM5']"
p163,,,108.36924579570143,"['FEM2', 'GG11', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['FEM2', 'PPP1']","['TRA1', 'TRA6', 'FEM5']","['FEM2', 'PPP1']","['TRA1', 'TRA6']","['FEM2', 'TRA6']",['TRA6'],"['TRA1', 'TRA6', 'FEM5']","['TRA6', 'FEM5']"
p164,,,108.36384351748818,"['FEM2', 'GG11', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['PPP1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['FEM2', 'PPP1']","['TRA1', 'TRA6']","['FEM2', 'TRA6']",['TRA6'],"['TRA1', 'TRA6', 'FEM5']","['FEM2', 'TRA6', 'FEM5']"
p165,,,108.36924579570143,"['GG11', 'OPM4r', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['OPM4r', 'PPP1']","['TRA1', 'TRA6', 'FEM5']","['OPM4r', 'PPP1']","['TRA1', 'TRA6']","['OPM4r', 'TRA6']","['OPM4r', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['OPM4r', 'TRA6', 'FEM5']"
p166,,,108.36924579570143,"['FEM2', 'GG11', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP1'],"['TRA1', 'TRA6', 'FEM5']","['FEM2', 'PPP1']","['TRA1', 'TRA6']",['TRA6'],['TRA6'],"['TRA1', 'TRA6', 'FEM5']","['FEM2', 'TRA6', 'FEM5']"
p167,,,108.36384351748829,"['FEM2', 'GG11', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['PPP1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['FEM2', 'PPP1']","['TRA1', 'TRA6']",['TRA6'],['TRA6'],"['TRA1', 'TRA6', 'FEM5']","['FEM2', 'TRA6', 'FEM5']"
p168,,,108.36924579570143,"['FEM2', 'GG11', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['FEM2', 'PPP1']","['TRA1', 'TRA6', 'FEM5']","['FEM2', 'PPP1']","['TRA1', 'TRA6']",['TRA6'],['TRA6'],"['TRA1', 'TRA6', 'FEM5']","['TRA6', 'FEM5']"
p169,,,108.36924579570143,"['FEM2', 'GG11', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP1'],"['TRA1', 'TRA6', 'FEM5']","['FEM2', 'PPP1']","['TRA1', 'TRA6']",['TRA6'],['TRA6'],"['TRA1', 'TRA6', 'FEM5']","['TRA6', 'FEM5']"
p170,,,108.36384351748784,"['FEM2', 'GG11', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['PPP1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['FEM2', 'PPP1']","['TRA1', 'TRA6']",['TRA6'],['TRA6'],"['TRA1', 'TRA6', 'FEM5']","['TRA6', 'FEM5']"
p171,,,108.36924579570143,"['GG11', 'OPM4r', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['OPM4r', 'PPP1']","['TRA1', 'TRA6', 'FEM5']",['PPP1'],"['TRA1', 'TRA6']",['TRA6'],"['OPM4r', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['OPM4r', 'TRA6', 'FEM5']"
p172,,,108.36924579570143,"['GG11', 'OPM4r', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['OPM4r', 'PPP1']","['TRA1', 'TRA6', 'FEM5']","['OPM4r', 'PPP1']","['TRA1', 'TRA6']",['TRA6'],"['OPM4r', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['OPM4r', 'TRA6', 'FEM5']"
p173,,,108.36924579570143,"['GG11', 'OPM4r', 'PPP3', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['OPM4r', 'PPP3']","['TRA1', 'TRA6', 'FEM5']","['OPM4r', 'PPP3']","['TRA1', 'TRA6']","['OPM4r', 'TRA6']","['OPM4r', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['TRA6', 'FEM5']"
p174,,,108.36384351748782,"['GG11', 'OPM4r', 'PPP3', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['PPP3', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP3'],"['TRA1', 'TRA6']",['TRA6'],['TRA6'],"['TRA1', 'TRA6', 'FEM5']","['TRA6', 'FEM5']"
p175,,,108.36384351748782,"['GG11', 'OPM4r', 'PPP3', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['PPP3', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP3'],"['TRA1', 'TRA6']","['OPM4r', 'TRA6']","['OPM4r', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['TRA6', 'FEM5']"
p176,,,108.36384351748782,"['GG11', 'OPM4r', 'PPP3', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['PPP3', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP3'],"['TRA1', 'TRA6']",['TRA6'],"['OPM4r', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['TRA6', 'FEM5']"
p177,,,108.36924579570143,"['GG11', 'OPM4r', 'PPP3', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP3'],"['TRA1', 'TRA6', 'FEM5']",['PPP3'],"['TRA1', 'TRA6']","['OPM4r', 'TRA6']",['TRA6'],"['TRA1', 'TRA6', 'FEM5']","['OPM4r', 'TRA6', 'FEM5']"
p178,,,108.36924579570143,"['GG11', 'OPM4r', 'PPP3', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP3'],"['TRA1', 'TRA6', 'FEM5']",['PPP3'],"['TRA1', 'TRA6']",['TRA6'],['TRA6'],"['TRA1', 'TRA6', 'FEM5']","['OPM4r', 'TRA6', 'FEM5']"
p179,,,108.36924579570143,"['GG11', 'OPM4r', 'PPP3', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP3'],"['TRA1', 'TRA6', 'FEM5']",['PPP3'],"['TRA1', 'TRA6']",['TRA6'],"['OPM4r', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['OPM4r', 'TRA6', 'FEM5']"
p180,,,108.36924579570143,"['GG11', 'OPM4r', 'PPP3', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP3'],"['TRA1', 'TRA6', 'FEM5']",['PPP3'],"['TRA1', 'TRA6']","['OPM4r', 'TRA6']","['OPM4r', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['OPM4r', 'TRA6', 'FEM5']"
p181,,,108.36384351748818,"['GG11', 'OPM4r', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['PPP1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP1'],"['TRA1', 'TRA6']","['OPM4r', 'TRA6']",['TRA6'],"['TRA1', 'TRA6', 'FEM5']","['OPM4r', 'TRA6', 'FEM5']"
p182,,,108.36384351748818,"['GG11', 'OPM4r', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['PPP1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['OPM4r', 'PPP1']","['TRA1', 'TRA6']","['OPM4r', 'TRA6']",['TRA6'],"['TRA1', 'TRA6', 'FEM5']","['OPM4r', 'TRA6', 'FEM5']"
p183,,,108.36384351748818,"['GG11', 'OPM4r', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['PPP1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['OPM4r', 'PPP1']","['TRA1', 'TRA6']","['OPM4r', 'TRA6']","['OPM4r', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['OPM4r', 'TRA6', 'FEM5']"
p184,,,108.36924579570143,"['GG11', 'OPM4r', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP1'],"['TRA1', 'TRA6', 'FEM5']","['OPM4r', 'PPP1']","['TRA1', 'TRA6']","['OPM4r', 'TRA6']",['TRA6'],"['TRA1', 'TRA6', 'FEM5']","['OPM4r', 'TRA6', 'FEM5']"
p185,,,108.36924579570143,"['GG11', 'OPM4r', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP1'],"['TRA1', 'TRA6', 'FEM5']","['OPM4r', 'PPP1']","['TRA1', 'TRA6']","['OPM4r', 'TRA6']","['OPM4r', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['OPM4r', 'TRA6', 'FEM5']"
p186,,,108.36384351748818,"['GG11', 'OPM4r', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['PPP1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP1'],"['TRA1', 'TRA6']","['OPM4r', 'TRA6']","['OPM4r', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['OPM4r', 'TRA6', 'FEM5']"
p187,,,108.36924579570143,"['GG11', 'OPM4r', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP1'],"['TRA1', 'TRA6', 'FEM5']",['PPP1'],"['TRA1', 'TRA6']","['OPM4r', 'TRA6']","['OPM4r', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['OPM4r', 'TRA6', 'FEM5']"
p188,,,108.36924579570143,"['FEM2', 'GG11', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP1'],"['TRA1', 'TRA6', 'FEM5']",['PPP1'],"['TRA1', 'TRA6']",['TRA6'],"['FEM2', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['FEM2', 'TRA6', 'FEM5']"
p189,,,108.36924579570143,"['FEM2', 'GG11', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP1'],"['TRA1', 'TRA6', 'FEM5']",['PPP1'],"['TRA1', 'TRA6']",['TRA6'],"['FEM2', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['TRA6', 'FEM5']"
p190,,,108.36384351748829,"['FEM2', 'GG11', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['PPP1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP1'],"['TRA1', 'TRA6']",['TRA6'],"['FEM2', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['FEM2', 'TRA6', 'FEM5']"
p191,,,108.36384351748829,"['FEM2', 'GG11', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['PPP1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP1'],"['TRA1', 'TRA6']",['TRA6'],"['FEM2', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['TRA6', 'FEM5']"
p192,,,108.36924579570143,"['FEM2', 'GG11', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['FEM2', 'PPP1']","['TRA1', 'TRA6', 'FEM5']",['PPP1'],"['TRA1', 'TRA6']",['TRA6'],"['FEM2', 'TRA6']","['TRA1', 'TRA6', 'FEM5']","['TRA6', 'FEM5']"
p1,,,108.36924579570142,"['FEM2', 'GG11', 'PPP1', 'TRA1', 'TRA2', 'TRA4', 'TRA5', 'TRA6']","['TRA1', 'TRA6']","['TRA1', 'TRA6', 'FEM5']",['PPP1'],"['TRA1', 'TRA6', 'FEM5']",['PPP1'],"['TRA1', 'TRA6']",['TRA6'],['TRA6'],"['TRA1', 'TRA6', 'FEM5']","['TRA6', 'FEM5']"
